symbol,side_group,extra_delay_minutes,signal_utc,btc_signal_bps,gross_bps
1000BONKUSDT,bull,0,2026-07-06 14:24:00+00:00,34.25407190212226,2.14730513205863
1000BONKUSDT,bull,0,2026-07-06 15:42:00+00:00,48.44801724784631,-27.765912003416826
1000BONKUSDT,bull,0,2026-07-06 15:51:00+00:00,57.774615134125185,29.86348122866689
1000BONKUSDT,bull,0,2026-07-06 21:10:00+00:00,76.86459278543722,-37.61061946902622
1000BONKUSDT,bull,0,2026-07-08 11:44:00+00:00,41.6966873235225,17.690169320192517
1000BONKUSDT,bull,0,2026-07-08 14:21:00+00:00,27.19474943381428,-2.4648755237866027
1000BONKUSDT,bull,0,2026-07-09 01:10:00+00:00,58.49239383936222,-74.31260837255316
1000BONKUSDT,bull,0,2026-07-09 15:23:00+00:00,34.148393063979654,-9.918175055790845
1000BONKUSDT,bull,0,2026-07-09 18:08:00+00:00,39.19958277361246,-12.379301807377008
1000BONKUSDT,bull,0,2026-07-10 01:49:00+00:00,67.85196105052904,-7.433102081267906
1000BONKUSDT,bull,0,2026-07-10 08:17:00+00:00,27.48875791819927,24.869435463814593
1000BONKUSDT,bull,0,2026-07-13 00:11:00+00:00,28.891519412841404,7.4441687344917185
1000BONKUSDT,bull,0,2026-07-13 00:46:00+00:00,34.806715580533165,5.013787916769985
1000BONKUSDT,bull,0,2026-07-14 12:31:00+00:00,94.43454551377073,30.800821355236874
1000BONKUSDT,bull,0,2026-07-14 15:00:00+00:00,28.105354307950137,10.204081632654294
1000BONKUSDT,bull,0,2026-07-14 15:32:00+00:00,61.367429903746995,-32.919726513040985
1000BONKUSDT,bull,0,2026-07-14 22:21:00+00:00,39.881195646120915,-2.6322716504334487
1000BONKUSDT,bull,0,2026-07-15 12:31:00+00:00,33.93549651660166,-5.317734645040595
1000BONKUSDT,bull,0,2026-07-15 14:22:00+00:00,30.18797393563588,-18.479408658923504
1000BONKUSDT,bull,0,2026-07-17 13:58:00+00:00,26.50279290229207,40.57428214731651
1000BONKUSDT,bull,0,2026-07-20 01:10:00+00:00,27.326906248390515,-57.18370264474637
1000BONKUSDT,bull,0,2026-07-20 11:33:00+00:00,40.32949949003495,0.0
1000BONKUSDT,bull,0,2026-07-20 15:44:00+00:00,26.67217260027499,-6.514657980455363
1000BONKUSDT,bull,0,2026-07-21 05:49:00+00:00,30.027381666801745,9.661835748793202
1000BONKUSDT,bull,0,2026-07-26 22:01:00+00:00,35.449889904626275,12.907389480476539
1000BONKUSDT,bull,0,2026-07-28 15:21:00+00:00,29.28965667797101,125.85034013605556
1000BONKUSDT,bull,0,2026-07-29 13:40:00+00:00,26.727932107082353,3.395585738539264
1000BONKUSDT,bull,0,2026-07-29 18:01:00+00:00,34.416755993422754,23.74491180461291
1000BONKUSDT,bull,0,2026-07-30 11:51:00+00:00,27.604676182413357,-6.814310051108663
1000BONKUSDT,bull,0,2026-07-31 01:10:00+00:00,33.73941368579381,-10.166045408336322
1000BONKUSDT,bull,1,2026-07-01 03:53:00+00:00,27.072276103190518,14.34377241214424
1000BONKUSDT,bull,1,2026-07-01 13:41:00+00:00,28.549237088189017,33.48481224587418
1000BONKUSDT,bull,1,2026-07-01 14:11:00+00:00,33.291309288809856,106.18216139688607
1000BONKUSDT,bull,1,2026-07-01 15:24:00+00:00,52.4199361177935,-4.568296025583285
1000BONKUSDT,bull,1,2026-07-01 22:22:00+00:00,37.10219990420427,-61.433447098974135
1000BONKUSDT,bull,1,2026-07-02 03:28:00+00:00,55.30494944236963,-11.576753878211887
1000BONKUSDT,bull,1,2026-07-02 03:39:00+00:00,28.51093021941864,11.563367252545032
1000BONKUSDT,bull,1,2026-07-02 12:31:00+00:00,30.468887437944403,18.20664542557804
1000BONKUSDT,bull,1,2026-07-02 14:02:00+00:00,28.30572700174727,-29.41176470588225
1000BONKUSDT,bull,1,2026-07-02 20:58:00+00:00,26.867003431991776,-11.587485515645035
1000BONKUSDT,bull,1,2026-07-03 20:07:00+00:00,40.61448751192742,-17.497812773401566
1000BONKUSDT,bull,1,2026-07-05 22:21:00+00:00,26.715837567046208,18.461538461538307
1000BONKUSDT,bull,1,2026-07-06 13:31:00+00:00,28.217796248473093,4.375410194703555
1000BONKUSDT,bull,1,2026-07-06 14:24:00+00:00,34.25407190212226,10.759629868732912
1000BONKUSDT,bull,1,2026-07-06 15:42:00+00:00,48.44801724784631,-23.489216314327432
1000BONKUSDT,bull,1,2026-07-06 15:51:00+00:00,57.774615134125185,10.64509261230473
1000BONKUSDT,bull,1,2026-07-06 21:10:00+00:00,76.86459278543722,-94.60946094609568
1000BONKUSDT,bull,1,2026-07-08 11:44:00+00:00,41.6966873235225,-5.0658561296867965
1000BONKUSDT,bull,1,2026-07-08 14:21:00+00:00,27.19474943381428,-24.63661000246531
1000BONKUSDT,bull,1,2026-07-09 01:10:00+00:00,58.49239383936222,-39.781203381403785
1000BONKUSDT,bull,1,2026-07-09 15:23:00+00:00,34.148393063979654,-17.38266699776503
1000BONKUSDT,bull,1,2026-07-09 18:08:00+00:00,39.19958277361246,-4.9529470034681555
1000BONKUSDT,bull,1,2026-07-10 01:49:00+00:00,67.85196105052904,4.972650422674363
1000BONKUSDT,bull,1,2026-07-10 08:17:00+00:00,27.48875791819927,4.965243296919386
1000BONKUSDT,bull,1,2026-07-13 00:11:00+00:00,28.891519412841404,19.875776397515477
1000BONKUSDT,bull,1,2026-07-13 00:46:00+00:00,34.806715580533165,-7.5093867334175
1000BONKUSDT,bull,1,2026-07-14 12:31:00+00:00,94.43454551377073,25.687130747493736
1000BONKUSDT,bull,1,2026-07-14 15:00:00+00:00,28.105354307950137,7.655014034193552
1000BONKUSDT,bull,1,2026-07-14 15:32:00+00:00,61.367429903746995,-5.073566717402889
1000BONKUSDT,bull,1,2026-07-14 22:21:00+00:00,39.881195646120915,-13.150973172014746
1000BONKUSDT,bull,1,2026-07-15 12:31:00+00:00,33.93549651660166,5.320563979780424
1000BONKUSDT,bull,1,2026-07-15 14:22:00+00:00,30.18797393563588,2.642706131079642
1000BONKUSDT,bull,1,2026-07-17 13:58:00+00:00,26.50279290229207,34.27859146151402
1000BONKUSDT,bull,1,2026-07-20 01:10:00+00:00,27.326906248390515,-46.51162790697661
1000BONKUSDT,bull,1,2026-07-20 11:33:00+00:00,40.32949949003495,19.717384160367057
1000BONKUSDT,bull,1,2026-07-20 15:44:00+00:00,26.67217260027499,-61.62828413882604
1000BONKUSDT,bull,1,2026-07-21 05:49:00+00:00,30.027381666801745,19.311232700354175
1000BONKUSDT,bull,1,2026-07-26 22:01:00+00:00,35.449889904626275,22.60981912144633
1000BONKUSDT,bull,1,2026-07-28 15:21:00+00:00,29.28965667797101,91.3396481732076
1000BONKUSDT,bull,1,2026-07-29 13:40:00+00:00,26.727932107082353,10.197144799455327
1000BONKUSDT,bull,1,2026-07-29 18:01:00+00:00,34.416755993422754,6.76361176868312
1000BONKUSDT,bull,1,2026-07-30 11:51:00+00:00,27.604676182413357,-20.442930153321548
1000BONKUSDT,bull,1,2026-07-31 01:10:00+00:00,33.73941368579381,-6.781959986436048
1000BONKUSDT,bear,0,2026-07-01 01:11:00+00:00,-31.026591709881757,24.6002460024608
1000BONKUSDT,bear,0,2026-07-01 22:30:00+00:00,-31.393988674253137,55.22319374137052
1000BONKUSDT,bear,0,2026-07-02 09:46:00+00:00,-28.830231669640938,-20.920502092049986
1000BONKUSDT,bear,0,2026-07-02 13:29:00+00:00,-29.01448387039096,-20.431328036323304
1000BONKUSDT,bear,0,2026-07-02 15:37:00+00:00,-32.92390846873161,-6.931608133085021
1000BONKUSDT,bear,0,2026-07-02 16:16:00+00:00,-28.30381295147788,11.584800741428758
1000BONKUSDT,bear,0,2026-07-02 16:28:00+00:00,-41.67314919893528,-11.63331782224386
1000BONKUSDT,bear,0,2026-07-02 19:56:00+00:00,-27.759364270956155,4.626416840155523
1000BONKUSDT,bear,0,2026-07-06 11:58:00+00:00,-43.318422596954065,115.83011583011671
1000BONKUSDT,bear,0,2026-07-07 14:36:00+00:00,-53.846784612563425,-9.465215333650523
1000BONKUSDT,bear,0,2026-07-08 01:37:00+00:00,-38.353917266764626,4.889975550123049
1000BONKUSDT,bear,0,2026-07-08 08:17:00+00:00,-31.539099418136374,-0.0
1000BONKUSDT,bear,0,2026-07-08 14:46:00+00:00,-27.847441300234976,-4.962779156327812
1000BONKUSDT,bear,0,2026-07-09 01:41:00+00:00,-28.967242234383406,10.022550739162694
1000BONKUSDT,bear,0,2026-07-09 14:16:00+00:00,-29.601484650374488,4.966476285076515
1000BONKUSDT,bear,0,2026-07-10 14:33:00+00:00,-51.930973410012626,-42.02719406674716
1000BONKUSDT,bear,0,2026-07-11 15:38:00+00:00,-35.11933980936632,-0.0
1000BONKUSDT,bear,0,2026-07-13 01:10:00+00:00,-28.47347510874343,-35.273368606703045
1000BONKUSDT,bear,0,2026-07-13 01:18:00+00:00,-26.49763643745473,-17.61006289308087
1000BONKUSDT,bear,0,2026-07-13 14:17:00+00:00,-32.16126099163219,-64.15191172697065
1000BONKUSDT,bear,0,2026-07-13 17:37:00+00:00,-27.35732966559823,-29.419630917357775
1000BONKUSDT,bear,0,2026-07-14 14:05:00+00:00,-26.779580918585566,-15.32175689479054
1000BONKUSDT,bear,0,2026-07-15 13:26:00+00:00,-27.148431321784017,-18.36306400839538
1000BONKUSDT,bear,0,2026-07-15 17:49:00+00:00,-29.34548200506981,-18.67662753468613
1000BONKUSDT,bear,0,2026-07-20 05:13:00+00:00,-26.598701009223902,-51.076249543962064
1000BONKUSDT,bear,0,2026-07-20 08:38:00+00:00,-27.438333768152745,-45.37521815008772
1000BONKUSDT,bear,0,2026-07-21 17:47:00+00:00,-66.08028381320352,-69.2383778437189
1000BONKUSDT,bear,0,2026-07-23 07:12:00+00:00,-35.713532972785345,-13.550135501354532
1000BONKUSDT,bear,0,2026-07-27 14:21:00+00:00,-28.014515785805827,19.607843137254832
1000BONKUSDT,bear,0,2026-07-27 14:31:00+00:00,-42.62263532599064,16.589250165893745
1000BONKUSDT,bear,0,2026-07-27 22:41:00+00:00,-47.31903117674463,138.04713804713708
1000BONKUSDT,bear,0,2026-07-27 22:58:00+00:00,-32.55150075807123,-3.447087211307931
1000BONKUSDT,bear,0,2026-07-29 18:32:00+00:00,-29.90644764503614,30.54989816700604
1000BONKUSDT,bear,0,2026-07-29 19:48:00+00:00,-30.1797810916149,3.477051460362146
1000BONKUSDT,bear,0,2026-07-31 14:07:00+00:00,-41.60368785768753,-54.387237128352695
1000BONKUSDT,bear,1,2026-07-01 01:11:00+00:00,-31.026591709881757,86.05851979346046
1000BONKUSDT,bear,1,2026-07-01 22:30:00+00:00,-31.393988674253137,110.37020004598608
1000BONKUSDT,bear,1,2026-07-02 09:46:00+00:00,-28.830231669640938,-37.20065101139092
1000BONKUSDT,bear,1,2026-07-02 13:29:00+00:00,-29.01448387039096,-79.50931394820503
1000BONKUSDT,bear,1,2026-07-02 15:37:00+00:00,-32.92390846873161,9.227220299885541
1000BONKUSDT,bear,1,2026-07-02 16:16:00+00:00,-28.30381295147788,9.265693768820693
1000BONKUSDT,bear,1,2026-07-02 16:28:00+00:00,-41.67314919893528,-4.6522447080721285
1000BONKUSDT,bear,1,2026-07-02 19:56:00+00:00,-27.759364270956155,27.7328403050614
1000BONKUSDT,bear,1,2026-07-06 11:58:00+00:00,-43.318422596954065,184.7079037800692
1000BONKUSDT,bear,1,2026-07-07 14:36:00+00:00,-53.846784612563425,-30.864197530864335
1000BONKUSDT,bear,1,2026-07-08 01:37:00+00:00,-38.353917266764626,-39.206076941924465
1000BONKUSDT,bear,1,2026-07-08 08:17:00+00:00,-31.539099418136374,-55.55555555555536
1000BONKUSDT,bear,1,2026-07-08 14:46:00+00:00,-27.847441300234976,-17.36541801041991
1000BONKUSDT,bear,1,2026-07-09 01:41:00+00:00,-28.967242234383406,-2.5100401606437117
1000BONKUSDT,bear,1,2026-07-09 14:16:00+00:00,-29.601484650374488,7.446016381235099
1000BONKUSDT,bear,1,2026-07-10 14:33:00+00:00,-51.930973410012626,-22.18934911242698
1000BONKUSDT,bear,1,2026-07-11 15:38:00+00:00,-35.11933980936632,-12.168410805548646
1000BONKUSDT,bear,1,2026-07-13 01:10:00+00:00,-28.47347510874343,-65.47469151347185
1000BONKUSDT,bear,1,2026-07-13 01:18:00+00:00,-26.49763643745473,-10.05783253708925
1000BONKUSDT,bear,1,2026-07-13 14:17:00+00:00,-32.16126099163219,-23.02379125095788
1000BONKUSDT,bear,1,2026-07-13 17:37:00+00:00,-27.35732966559823,-13.34400854016593
1000BONKUSDT,bear,1,2026-07-14 14:05:00+00:00,-26.779580918585566,10.206685378922886
1000BONKUSDT,bear,1,2026-07-15 13:26:00+00:00,-27.148431321784017,-10.476689366158976
1000BONKUSDT,bear,1,2026-07-15 17:49:00+00:00,-29.34548200506981,-5.329070077271236
1000BONKUSDT,bear,1,2026-07-20 05:13:00+00:00,-26.598701009223902,-32.70348837209225
1000BONKUSDT,bear,1,2026-07-20 08:38:00+00:00,-27.438333768152745,-6.934812760055475
1000BONKUSDT,bear,1,2026-07-21 17:47:00+00:00,-66.08028381320352,-36.21995390187705
1000BONKUSDT,bear,1,2026-07-23 07:12:00+00:00,-35.713532972785345,-3.3932813030213005
1000BONKUSDT,bear,1,2026-07-27 14:21:00+00:00,-28.014515785805827,32.62642740619937
1000BONKUSDT,bear,1,2026-07-27 14:31:00+00:00,-42.62263532599064,59.58291956305817
1000BONKUSDT,bear,1,2026-07-27 22:41:00+00:00,-47.31903117674463,131.57894736842147
1000BONKUSDT,bear,1,2026-07-27 22:58:00+00:00,-32.55150075807123,41.25128910278497
1000BONKUSDT,bear,1,2026-07-29 18:32:00+00:00,-29.90644764503614,-10.204081632652073
1000BONKUSDT,bear,1,2026-07-29 19:48:00+00:00,-30.1797810916149,17.35508503991623
1000BONKUSDT,bear,1,2026-07-31 14:07:00+00:00,-41.60368785768753,-61.571894241216896
1000SHIBUSDT,both,0,2026-07-01 01:11:00+00:00,-31.026591709881757,-0.0
1000SHIBUSDT,both,0,2026-07-01 03:53:00+00:00,27.072276103190518,2.3529411764688923
1000SHIBUSDT,both,0,2026-07-01 13:41:00+00:00,28.549237088189017,9.427292010368848
1000SHIBUSDT,both,0,2026-07-01 14:11:00+00:00,33.291309288809856,18.639328984157988
1000SHIBUSDT,both,0,2026-07-01 15:24:00+00:00,52.4199361177935,-34.498620055198884
1000SHIBUSDT,both,0,2026-07-01 22:22:00+00:00,37.10219990420427,-6.869704602703308
1000SHIBUSDT,both,0,2026-07-01 22:30:00+00:00,-31.393988674253137,-4.604051565377798
1000SHIBUSDT,both,0,2026-07-02 03:28:00+00:00,55.30494944236963,-23.057412958265022
1000SHIBUSDT,both,0,2026-07-02 03:39:00+00:00,28.51093021941864,2.3046784973490553
1000SHIBUSDT,both,0,2026-07-02 09:46:00+00:00,-28.830231669640938,-13.937282229965486
1000SHIBUSDT,both,0,2026-07-02 12:31:00+00:00,30.468887437944403,-20.74210647614705
1000SHIBUSDT,both,0,2026-07-02 13:29:00+00:00,-29.01448387039096,-20.737327188939947
1000SHIBUSDT,both,0,2026-07-02 14:02:00+00:00,28.30572700174727,-50.43558000917048
1000SHIBUSDT,both,0,2026-07-02 15:37:00+00:00,-32.92390846873161,-11.600928074246841
1000SHIBUSDT,both,0,2026-07-02 16:16:00+00:00,-28.30381295147788,4.641448131817993
1000SHIBUSDT,both,0,2026-07-02 16:28:00+00:00,-41.67314919893528,11.6306117701781
1000SHIBUSDT,both,0,2026-07-02 19:56:00+00:00,-27.759364270956155,-4.649000464898023
1000SHIBUSDT,both,0,2026-07-02 20:58:00+00:00,26.867003431991776,-25.623107384112885
1000SHIBUSDT,both,0,2026-07-03 20:07:00+00:00,40.61448751192742,-2.2753128555164093
1000SHIBUSDT,both,0,2026-07-05 22:21:00+00:00,26.715837567046208,9.043635541488015
1000SHIBUSDT,both,0,2026-07-06 11:58:00+00:00,-43.318422596954065,105.6257175660158
1000SHIBUSDT,both,0,2026-07-06 13:31:00+00:00,28.217796248473093,14.025245441795509
1000SHIBUSDT,both,0,2026-07-06 14:24:00+00:00,34.25407190212226,39.37007874015963
1000SHIBUSDT,both,0,2026-07-06 15:42:00+00:00,48.44801724784631,25.229357798164376
1000SHIBUSDT,both,0,2026-07-06 15:51:00+00:00,57.774615134125185,2.281021897809765
1000SHIBUSDT,both,0,2026-07-06 21:10:00+00:00,76.86459278543722,-22.436616558222376
1000SHIBUSDT,both,0,2026-07-07 14:36:00+00:00,-53.846784612563425,4.584001833599638
1000SHIBUSDT,both,0,2026-07-08 01:37:00+00:00,-38.353917266764626,4.6146746654363024
1000SHIBUSDT,both,0,2026-07-08 08:17:00+00:00,-31.539099418136374,30.573847601128577
1000SHIBUSDT,both,0,2026-07-08 11:44:00+00:00,41.6966873235225,-23.573785950025126
1000SHIBUSDT,both,0,2026-07-08 14:21:00+00:00,27.19474943381428,4.740459824603693
1000SHIBUSDT,both,0,2026-07-08 14:46:00+00:00,-27.847441300234976,-4.777830864788335
1000SHIBUSDT,both,0,2026-07-09 01:10:00+00:00,58.49239383936222,-58.03156917362995
1000SHIBUSDT,both,0,2026-07-09 01:41:00+00:00,-28.967242234383406,2.3402761525859184
1000SHIBUSDT,both,0,2026-07-09 14:16:00+00:00,-29.601484650374488,9.356725146200118
1000SHIBUSDT,both,0,2026-07-09 15:23:00+00:00,34.148393063979654,-13.986013986015955
1000SHIBUSDT,both,0,2026-07-09 18:08:00+00:00,39.19958277361246,0.0
1000SHIBUSDT,both,0,2026-07-10 01:49:00+00:00,67.85196105052904,4.599816007357926
1000SHIBUSDT,both,0,2026-07-10 08:17:00+00:00,27.48875791819927,2.2920009168014843
1000SHIBUSDT,both,0,2026-07-10 14:33:00+00:00,-51.930973410012626,-13.837638376386074
1000SHIBUSDT,both,0,2026-07-11 15:38:00+00:00,-35.11933980936632,-11.361054305838447
1000SHIBUSDT,both,0,2026-07-13 00:11:00+00:00,28.891519412841404,11.67406023814932
1000SHIBUSDT,both,0,2026-07-13 00:46:00+00:00,34.806715580533165,2.350176263219428
1000SHIBUSDT,both,0,2026-07-13 01:10:00+00:00,-28.47347510874343,-30.718336483932518
1000SHIBUSDT,both,0,2026-07-13 01:18:00+00:00,-26.49763643745473,-18.876828692779846
1000SHIBUSDT,both,0,2026-07-13 14:17:00+00:00,-32.16126099163219,-50.395968322534124
1000SHIBUSDT,both,0,2026-07-13 17:37:00+00:00,-27.35732966559823,-38.86324993927603
1000SHIBUSDT,both,0,2026-07-14 12:31:00+00:00,94.43454551377073,-9.596928982724684
1000SHIBUSDT,both,0,2026-07-14 14:05:00+00:00,-26.779580918585566,-11.899095668728155
1000SHIBUSDT,both,0,2026-07-14 15:00:00+00:00,28.105354307950137,23.62390739428344
1000SHIBUSDT,both,0,2026-07-14 15:32:00+00:00,61.367429903746995,-9.376465072666873
1000SHIBUSDT,both,0,2026-07-14 22:21:00+00:00,39.881195646120915,-4.75624256837115
1000SHIBUSDT,both,0,2026-07-15 12:31:00+00:00,33.93549651660166,2.339181286550307
1000SHIBUSDT,both,0,2026-07-15 13:26:00+00:00,-27.148431321784017,-23.185717597957733
1000SHIBUSDT,both,0,2026-07-15 14:22:00+00:00,30.18797393563588,-32.64925373134386
1000SHIBUSDT,both,0,2026-07-15 17:49:00+00:00,-29.34548200506981,-11.837121212121549
1000SHIBUSDT,both,0,2026-07-17 13:58:00+00:00,26.50279290229207,21.88183807439792
1000SHIBUSDT,both,0,2026-07-20 01:10:00+00:00,27.326906248390515,-28.61912711662251
1000SHIBUSDT,both,0,2026-07-20 05:13:00+00:00,-26.598701009223902,-33.85731559854888
1000SHIBUSDT,both,0,2026-07-20 08:38:00+00:00,-27.438333768152745,-24.055809477987466
1000SHIBUSDT,both,0,2026-07-20 11:33:00+00:00,40.32949949003495,9.467455621303689
1000SHIBUSDT,both,0,2026-07-20 15:44:00+00:00,26.67217260027499,14.167650531287102
1000SHIBUSDT,both,0,2026-07-21 05:49:00+00:00,30.027381666801745,-6.979990693344318
1000SHIBUSDT,both,0,2026-07-21 17:47:00+00:00,-66.08028381320352,-42.36290891974637
1000SHIBUSDT,both,0,2026-07-23 07:12:00+00:00,-35.713532972785345,-2.36854571293188
1000SHIBUSDT,both,0,2026-07-26 22:01:00+00:00,35.449889904626275,69.91685563114247
1000SHIBUSDT,both,0,2026-07-27 14:21:00+00:00,-28.014515785805827,34.2741935483859
1000SHIBUSDT,both,0,2026-07-27 14:31:00+00:00,-42.62263532599064,-63.25239746990397
1000SHIBUSDT,both,0,2026-07-27 22:41:00+00:00,-47.31903117674463,20.132876988122604
1000SHIBUSDT,both,0,2026-07-27 22:58:00+00:00,-32.55150075807123,68.83984612269688
1000SHIBUSDT,both,0,2026-07-28 15:21:00+00:00,29.28965667797101,64.71095772217383
1000SHIBUSDT,both,0,2026-07-29 13:40:00+00:00,26.727932107082353,25.036511579386023
1000SHIBUSDT,both,0,2026-07-29 18:01:00+00:00,34.416755993422754,6.314460113661102
1000SHIBUSDT,both,0,2026-07-29 18:32:00+00:00,-29.90644764503614,40.25423728813537
1000SHIBUSDT,both,0,2026-07-29 19:48:00+00:00,-30.1797810916149,-15.060240963855609
1000SHIBUSDT,both,0,2026-07-30 11:51:00+00:00,27.604676182413357,12.936610608020871
1000SHIBUSDT,both,0,2026-07-31 01:10:00+00:00,33.73941368579381,-22.859517871988146
1000SHIBUSDT,both,0,2026-07-31 14:07:00+00:00,-41.60368785768753,-60.7507051421119
1000SHIBUSDT,both,1,2026-07-01 01:11:00+00:00,-31.026591709881757,52.71986580397625
1000SHIBUSDT,both,1,2026-07-01 03:53:00+00:00,27.072276103190518,0.0
1000SHIBUSDT,both,1,2026-07-01 13:41:00+00:00,28.549237088189017,33.02665723047937
1000SHIBUSDT,both,1,2026-07-01 14:11:00+00:00,33.291309288809856,27.932960893854997
1000SHIBUSDT,both,1,2026-07-01 15:24:00+00:00,52.4199361177935,-13.828070984097662
1000SHIBUSDT,both,1,2026-07-01 22:22:00+00:00,37.10219990420427,-34.3013949233939
1000SHIBUSDT,both,1,2026-07-01 22:30:00+00:00,-31.393988674253137,11.499540018400367
1000SHIBUSDT,both,1,2026-07-02 03:28:00+00:00,55.30494944236963,0.0
1000SHIBUSDT,both,1,2026-07-02 03:39:00+00:00,28.51093021941864,2.3046784973490553
1000SHIBUSDT,both,1,2026-07-02 09:46:00+00:00,-28.830231669640938,-30.211480362538623
1000SHIBUSDT,both,1,2026-07-02 12:31:00+00:00,30.468887437944403,11.555350127108177
1000SHIBUSDT,both,1,2026-07-02 13:29:00+00:00,-29.01448387039096,-69.20415224913378
1000SHIBUSDT,both,1,2026-07-02 14:02:00+00:00,28.30572700174727,-32.11745813260003
1000SHIBUSDT,both,1,2026-07-02 15:37:00+00:00,-32.92390846873161,-18.54857407836752
1000SHIBUSDT,both,1,2026-07-02 16:16:00+00:00,-28.30381295147788,11.5982370679657
1000SHIBUSDT,both,1,2026-07-02 16:28:00+00:00,-41.67314919893528,6.986492780625131
1000SHIBUSDT,both,1,2026-07-02 19:56:00+00:00,-27.759364270956155,4.6457607433203485
1000SHIBUSDT,both,1,2026-07-02 20:58:00+00:00,26.867003431991776,-20.979020979021712
1000SHIBUSDT,both,1,2026-07-03 20:07:00+00:00,40.61448751192742,-9.092975676291415
1000SHIBUSDT,both,1,2026-07-05 22:21:00+00:00,26.715837567046208,-11.289230074508216
1000SHIBUSDT,both,1,2026-07-06 11:58:00+00:00,-43.318422596954065,165.3651814423518
1000SHIBUSDT,both,1,2026-07-06 13:31:00+00:00,28.217796248473093,11.720581340834979
1000SHIBUSDT,both,1,2026-07-06 14:24:00+00:00,34.25407190212226,51.02040816326703
1000SHIBUSDT,both,1,2026-07-06 15:42:00+00:00,48.44801724784631,27.522935779815683
1000SHIBUSDT,both,1,2026-07-06 15:51:00+00:00,57.774615134125185,2.281021897809765
1000SHIBUSDT,both,1,2026-07-06 21:10:00+00:00,76.86459278543722,-38.09097019941699
1000SHIBUSDT,both,1,2026-07-07 14:36:00+00:00,-53.846784612563425,-13.789933348655747
1000SHIBUSDT,both,1,2026-07-08 01:37:00+00:00,-38.353917266764626,-27.74566473988438
1000SHIBUSDT,both,1,2026-07-08 08:17:00+00:00,-31.539099418136374,-7.0754716981147325
1000SHIBUSDT,both,1,2026-07-08 11:44:00+00:00,41.6966873235225,-9.44287063267324
1000SHIBUSDT,both,1,2026-07-08 14:21:00+00:00,27.19474943381428,-11.839924224484877
1000SHIBUSDT,both,1,2026-07-08 14:46:00+00:00,-27.847441300234976,-14.330069262000755
1000SHIBUSDT,both,1,2026-07-09 01:10:00+00:00,58.49239383936222,-11.655011655012926
1000SHIBUSDT,both,1,2026-07-09 01:41:00+00:00,-28.967242234383406,7.019185774450598
1000SHIBUSDT,both,1,2026-07-09 14:16:00+00:00,-29.601484650374488,16.370439663236922
1000SHIBUSDT,both,1,2026-07-09 15:23:00+00:00,34.148393063979654,-25.664955669620902
1000SHIBUSDT,both,1,2026-07-09 18:08:00+00:00,39.19958277361246,0.0
1000SHIBUSDT,both,1,2026-07-10 01:49:00+00:00,67.85196105052904,-9.218713989397331
1000SHIBUSDT,both,1,2026-07-10 08:17:00+00:00,27.48875791819927,-25.148605395520775
1000SHIBUSDT,both,1,2026-07-10 14:33:00+00:00,-51.930973410012626,-6.904487917147595
1000SHIBUSDT,both,1,2026-07-11 15:38:00+00:00,-35.11933980936632,-11.355893708835385
1000SHIBUSDT,both,1,2026-07-13 00:11:00+00:00,28.891519412841404,4.66853408029877
1000SHIBUSDT,both,1,2026-07-13 00:46:00+00:00,34.806715580533165,0.0
1000SHIBUSDT,both,1,2026-07-13 01:10:00+00:00,-28.47347510874343,-63.79962192816669
1000SHIBUSDT,both,1,2026-07-13 01:18:00+00:00,-26.49763643745473,-9.431737797689355
1000SHIBUSDT,both,1,2026-07-13 14:17:00+00:00,-32.16126099163219,-7.1753169098309755
1000SHIBUSDT,both,1,2026-07-13 17:37:00+00:00,-27.35732966559823,-4.841442749941027
1000SHIBUSDT,both,1,2026-07-14 12:31:00+00:00,94.43454551377073,-7.204610951009327
1000SHIBUSDT,both,1,2026-07-14 14:05:00+00:00,-26.779580918585566,-2.3786869647968167
1000SHIBUSDT,both,1,2026-07-14 15:00:00+00:00,28.105354307950137,40.160642570281624
1000SHIBUSDT,both,1,2026-07-14 15:32:00+00:00,61.367429903746995,-9.38526513374116
1000SHIBUSDT,both,1,2026-07-14 22:21:00+00:00,39.881195646120915,-7.132667617687494
1000SHIBUSDT,both,1,2026-07-15 12:31:00+00:00,33.93549651660166,7.0175438596487005
1000SHIBUSDT,both,1,2026-07-15 13:26:00+00:00,-27.148431321784017,-23.17497103128563
1000SHIBUSDT,both,1,2026-07-15 14:22:00+00:00,30.18797393563588,-11.676786548341367
1000SHIBUSDT,both,1,2026-07-15 17:49:00+00:00,-29.34548200506981,-2.3657440264956975
1000SHIBUSDT,both,1,2026-07-17 13:58:00+00:00,26.50279290229207,21.871202916161625
1000SHIBUSDT,both,1,2026-07-20 01:10:00+00:00,27.326906248390515,-16.714422158548015
1000SHIBUSDT,both,1,2026-07-20 05:13:00+00:00,-26.598701009223902,-14.468290330358347
1000SHIBUSDT,both,1,2026-07-20 08:38:00+00:00,-27.438333768152745,-4.80076812289898
1000SHIBUSDT,both,1,2026-07-20 11:33:00+00:00,40.32949949003495,11.851149561508123
1000SHIBUSDT,both,1,2026-07-20 15:44:00+00:00,26.67217260027499,2.3590469450351925
1000SHIBUSDT,both,1,2026-07-21 05:49:00+00:00,30.027381666801745,-4.654410053523961
1000SHIBUSDT,both,1,2026-07-21 17:47:00+00:00,-66.08028381320352,-28.22201317027373
